,response1,subjectID,age,gender,numberofsiblings,gamestrategy
80,"{
  ""subjectID"": ""P3457D"",
  ""age"": 29,
  ""gender"": ""female"",
  ""numberSiblings"": 2,
  ""donation"": [
    {
      ""organization"": ""Animal Shelter"",
      ""amount"": 50,
      ""date"": ""2022-06-15""
    },
    {
      ""organization"": ""Food Bank"",
      ""amount"": 30,
      ""date"": ""2023-01-10""
    },
    {
      ""organization"": ""Environmental Fund"",
      ""amount"": 20,
      ""date"": ""2023-07-21""
    }
  ],
  ""strategy"": [
    {
      ""gameID"": 1,
      ""role"": ""A"",
      ""decision"": ""cooperate""
    },
    {
      ""gameID"": 2,
      ""role"": ""B"",
      ""decision"": ""match previous""
    },
    {
      ""gameID"": 3,
      ""role"": ""A"",
      ""decision"": ""defect""
    }
  ]
}",P3457D,29,female,2,"[{'gameID': 1, 'role': 'A', 'decision': 'cooperate'}, {'gameID': 2, 'role': 'B', 'decision': 'match previous'}, {'gameID': 3, 'role': 'A', 'decision': 'defect'}]"
81,"{
    ""subjectID"": ""UID12345"",
    ""age"": 29,
    ""gender"": ""Female"",
    ""numberSiblings"": 2,
    ""donation"": [
        {
            ""amount"": 50,
            ""organization"": ""Red Cross"",
            ""date"": ""2022-03-15""
        },
        {
            ""amount"": 30,
            ""organization"": ""World Wildlife Fund"",
            ""date"": ""2021-12-10""
        }
    ],
    ""strategy"": [
        {
            ""gameID"": 1,
            ""role"": ""A"",
            ""decision"": ""Cooperate""
        },
        {
            ""gameID"": 2,
            ""role"": ""B"",
            ""decision"": ""Retaliate""
        },
        {
            ""gameID"": 3,
            ""role"": ""A"",
            ""decision"": ""Defect""
        },
        {
            ""gameID"": 4,
            ""role"": ""B"",
            ""decision"": ""Trust""
        },
        {
            ""gameID"": 5,
            ""role"": ""A"",
            ""decision"": ""Cooperate""
        },
        {
            ""gameID"": 6,
            ""role"": ""B"",
            ""decision"": ""Punish""
        },
        {
            ""gameID"": 7,
            ""role"": ""A"",
            ""decision"": ""Defect""
        }
    ]
}",UID12345,29,Female,2,"[{'gameID': 1, 'role': 'A', 'decision': 'Cooperate'}, {'gameID': 2, 'role': 'B', 'decision': 'Retaliate'}, {'gameID': 3, 'role': 'A', 'decision': 'Defect'}, {'gameID': 4, 'role': 'B', 'decision': 'Trust'}, {'gameID': 5, 'role': 'A', 'decision': 'Cooperate'}, {'gameID': 6, 'role': 'B', 'decision': 'Punish'}, {'gameID': 7, 'role': 'A', 'decision': 'Defect'}]"
82,"{
    ""subjectID"": ""A12345"",
    ""age"": 27,
    ""gender"": ""female"",
    ""numberSiblings"": 2,
    ""donation"": [
        {
            ""organization"": ""Red Cross"",
            ""amount"": 50,
            ""frequency"": ""annually""
        },
        {
            ""organization"": ""Local Food Bank"",
            ""amount"": 20,
            ""frequency"": ""monthly""
        }
    ],
    ""strategy"": [
        {
            ""game"": 1,
            ""role"": ""A"",
            ""decision"": ""maximize cooperation""
        },
        {
            ""game"": 2,
            ""role"": ""B"",
            ""decision"": ""reciprocate based on A's action""
        },
        {
            ""game"": 3,
            ""role"": ""A"",
            ""decision"": ""maximize personal gain""
        },
        {
            ""game"": 4,
            ""role"": ""B"",
            ""decision"": ""maintain fairness""
        },
        {
            ""game"": 5,
            ""role"": ""A"",
            ""decision"": ""random choice""
        },
        {
            ""game"": 6,
            ""role"": ""B"",
            ""decision"": ""tit for tat""
        },
        {
            ""game"": 7,
            ""role"": ""A"",
            ""decision"": ""balance between cooperation and personal gain""
        }
    ]
}",A12345,27,female,2,"[{'game': 1, 'role': 'A', 'decision': 'maximize cooperation'}, {'game': 2, 'role': 'B', 'decision': ""reciprocate based on A's action""}, {'game': 3, 'role': 'A', 'decision': 'maximize personal gain'}, {'game': 4, 'role': 'B', 'decision': 'maintain fairness'}, {'game': 5, 'role': 'A', 'decision': 'random choice'}, {'game': 6, 'role': 'B', 'decision': 'tit for tat'}, {'game': 7, 'role': 'A', 'decision': 'balance between cooperation and personal gain'}]"
83,"{
  ""subjectID"": ""P123456"",
  ""age"": 28,
  ""gender"": ""female"",
  ""numberSiblings"": 2,
  ""donation"": {
    ""totalDonationAmount"": 500,
    ""lastDonationDate"": ""2023-08-15"",
    ""frequentCauses"": [""education"", ""healthcare""]
  },
  ""strategy"": [
    {
      ""gameID"": ""G1"",
      ""role"": ""A"",
      ""decision"": ""cooperate""
    },
    {
      ""gameID"": ""G2"",
      ""role"": ""B"",
      ""decision"": ""match previous decision""
    },
    {
      ""gameID"": ""G3"",
      ""role"": ""A"",
      ""decision"": ""defect""
    },
    {
      ""gameID"": ""G4"",
      ""role"": ""B"",
      ""decision"": ""honest""
    },
    {
      ""gameID"": ""G5"",
      ""role"": ""A"",
      ""decision"": ""random""
    },
    {
      ""gameID"": ""G6"",
      ""role"": ""B"",
      ""decision"": ""reciprocate""
    },
    {
      ""gameID"": ""G7"",
      ""role"": ""A"",
      ""decision"": ""analyze opponent""
    }
  ]
}",P123456,28,female,2,"[{'gameID': 'G1', 'role': 'A', 'decision': 'cooperate'}, {'gameID': 'G2', 'role': 'B', 'decision': 'match previous decision'}, {'gameID': 'G3', 'role': 'A', 'decision': 'defect'}, {'gameID': 'G4', 'role': 'B', 'decision': 'honest'}, {'gameID': 'G5', 'role': 'A', 'decision': 'random'}, {'gameID': 'G6', 'role': 'B', 'decision': 'reciprocate'}, {'gameID': 'G7', 'role': 'A', 'decision': 'analyze opponent'}]"
84,"{
  ""subjectID"": ""S12345"",
  ""age"": 27,
  ""gender"": ""female"",
  ""numberSiblings"": 2,
  ""donation"": [
    {
      ""organization"": ""Red Cross"",
      ""amount"": 50,
      ""date"": ""2023-01-15""
    },
    {
      ""organization"": ""World Wildlife Fund"",
      ""amount"": 30,
      ""date"": ""2022-11-05""
    },
    {
      ""organization"": ""Local Food Bank"",
      ""amount"": 40,
      ""date"": ""2022-03-22""
    }
  ],
  ""strategy"": {
    ""game1"": ""Tit for Tat"",
    ""game2"": ""Random"",
    ""game3"": ""Always Cooperate"",
    ""game4"": ""Grim Trigger"",
    ""game5"": ""Random"",
    ""game6"": ""Tit for Tat"",
    ""game7"": ""Always Defect""
  }
}",S12345,27,female,2,"{'game1': 'Tit for Tat', 'game2': 'Random', 'game3': 'Always Cooperate', 'game4': 'Grim Trigger', 'game5': 'Random', 'game6': 'Tit for Tat', 'game7': 'Always Defect'}"
85,"{
  ""subjectID"": ""subj_102938"",
  ""age"": 29,
  ""gender"": ""Female"",
  ""numberSiblings"": 2,
  ""donation"": [
    {""year"": 2020, ""amount"": 150},
    {""year"": 2021, ""amount"": 200},
    {""year"": 2022, ""amount"": 250}
  ],
  ""strategy"": [
    {
      ""game"": 1,
      ""role"": ""A"",
      ""decision"": ""Cooperate"",
      ""rationale"": ""Long-term benefits outweigh short-term gains.""
    },
    {
      ""game"": 2,
      ""role"": ""B"",
      ""decision"": ""Defect"",
      ""rationale"": ""Minimizing loss in uncertain outcomes.""
    },
    {
      ""game"": 3,
      ""role"": ""A"",
      ""decision"": ""Cooperate"",
      ""rationale"": ""Building trust can lead to better overall results.""
    },
    {
      ""game"": 4,
      ""role"": ""B"",
      ""decision"": ""Match A's prior choice"",
      ""rationale"": ""Reciprocity ensures fairness.""
    },
    {
      ""game"": 5,
      ""role"": ""A"",
      ""decision"": ""Defect"",
      ""rationale"": ""Maximizing immediate payoff.""
    },
    {
      ""game"": 6,
      ""role"": ""B"",
      ""decision"": ""Cooperate"",
      ""rationale"": ""Potential for mutual benefit.""
    },
    {
      ""game"": 7,
      ""role"": ""A"",
      ""decision"": ""Random"",
      ""rationale"": ""Introducing unpredictability to assess reactions.""
    }
  ]
}",subj_102938,29,Female,2,"[{'game': 1, 'role': 'A', 'decision': 'Cooperate', 'rationale': 'Long-term benefits outweigh short-term gains.'}, {'game': 2, 'role': 'B', 'decision': 'Defect', 'rationale': 'Minimizing loss in uncertain outcomes.'}, {'game': 3, 'role': 'A', 'decision': 'Cooperate', 'rationale': 'Building trust can lead to better overall results.'}, {'game': 4, 'role': 'B', 'decision': ""Match A's prior choice"", 'rationale': 'Reciprocity ensures fairness.'}, {'game': 5, 'role': 'A', 'decision': 'Defect', 'rationale': 'Maximizing immediate payoff.'}, {'game': 6, 'role': 'B', 'decision': 'Cooperate', 'rationale': 'Potential for mutual benefit.'}, {'game': 7, 'role': 'A', 'decision': 'Random', 'rationale': 'Introducing unpredictability to assess reactions.'}]"
86,"{
  ""subjectID"": ""a7d62b2c-9f8b-4ef7-8a57-2fa1b9eec343"",
  ""age"": 27,
  ""gender"": ""Female"",
  ""numberSiblings"": 2,
  ""donation"": [
    {
      ""organization"": ""Red Cross"",
      ""amount"": 50,
      ""frequency"": ""once a year""
    },
    {
      ""organization"": ""Local Food Bank"",
      ""amount"": 100,
      ""frequency"": ""twice a year""
    }
  ],
  ""strategy"": [
    {
      ""game"": ""Game 1: Ultimatum Game"",
      ""role"": ""A"",
      ""decision"": ""Offer 40% of the endowment""
    },
    {
      ""game"": ""Game 2: Trust Game"",
      ""role"": ""B"",
      ""decision"": ""Return 75% of the tripled amount""
    },
    {
      ""game"": ""Game 3: Prisoner's Dilemma"",
      ""role"": ""A"",
      ""decision"": ""Cooperate""
    },
    {
      ""game"": ""Game 4: Public Goods Game"",
      ""role"": ""A"",
      ""decision"": ""Contribute 25% of the endowment""
    },
    {
      ""game"": ""Game 5: Dictator Game"",
      ""role"": ""A"",
      ""decision"": ""Give 30% of the endowment""
    },
    {
      ""game"": ""Game 6: Stag Hunt Game"",
      ""role"": ""A"",
      ""decision"": ""Choose Stag""
    },
    {
      ""game"": ""Game 7: Battle of the Sexes"",
      ""role"": ""B"",
      ""decision"": ""Choose Opera""
    }
  ]
}",a7d62b2c-9f8b-4ef7-8a57-2fa1b9eec343,27,Female,2,"[{'game': 'Game 1: Ultimatum Game', 'role': 'A', 'decision': 'Offer 40% of the endowment'}, {'game': 'Game 2: Trust Game', 'role': 'B', 'decision': 'Return 75% of the tripled amount'}, {'game': ""Game 3: Prisoner's Dilemma"", 'role': 'A', 'decision': 'Cooperate'}, {'game': 'Game 4: Public Goods Game', 'role': 'A', 'decision': 'Contribute 25% of the endowment'}, {'game': 'Game 5: Dictator Game', 'role': 'A', 'decision': 'Give 30% of the endowment'}, {'game': 'Game 6: Stag Hunt Game', 'role': 'A', 'decision': 'Choose Stag'}, {'game': 'Game 7: Battle of the Sexes', 'role': 'B', 'decision': 'Choose Opera'}]"
87,"{
  ""subjectID"": ""A123456789"",
  ""age"": 27,
  ""gender"": ""Female"",
  ""numberSiblings"": 2,
  ""donation"": {
    ""history"": [
      {""year"": 2020, ""amount"": 150},
      {""year"": 2021, ""amount"": 200},
      {""year"": 2022, ""amount"": 180}
    ]
  },
  ""strategy"": {
    ""game1"": {
      ""role"": ""A"",
      ""decision"": ""Cooperate""
    },
    ""game2"": {
      ""role"": ""B"",
      ""decision"": ""Match A's decision""
    },
    ""game3"": {
      ""role"": ""A"",
      ""decision"": ""Defect""
    },
    ""game4"": {
      ""role"": ""B"",
      ""decision"": ""Tit-for-tat""
    },
    ""game5"": {
      ""role"": ""A"",
      ""decision"": ""Maximize personal payoff""
    },
    ""game6"": {
      ""role"": ""B"",
      ""decision"": ""Reciprocate positively""
    },
    ""game7"": {
      ""role"": ""A"",
      ""decision"": ""Equal split""
    }
  }
}",A123456789,27,Female,2,"{'game1': {'role': 'A', 'decision': 'Cooperate'}, 'game2': {'role': 'B', 'decision': ""Match A's decision""}, 'game3': {'role': 'A', 'decision': 'Defect'}, 'game4': {'role': 'B', 'decision': 'Tit-for-tat'}, 'game5': {'role': 'A', 'decision': 'Maximize personal payoff'}, 'game6': {'role': 'B', 'decision': 'Reciprocate positively'}, 'game7': {'role': 'A', 'decision': 'Equal split'}}"
88,"{
  ""subjectID"": ""1234ABC"",
  ""age"": 28,
  ""gender"": ""Female"",
  ""numberSiblings"": 2,
  ""donation"": [
    {
      ""charity"": ""Red Cross"",
      ""amount"": 50
    },
    {
      ""charity"": ""UNICEF"",
      ""amount"": 75
    }
  ],
  ""strategy"": {
    ""game1"": ""Tit-for-tat"",
    ""game2"": ""Random"",
    ""game3"": ""Maximize personal benefit"",
    ""game4"": ""Equal split"",
    ""game5"": ""Altruism"",
    ""game6"": ""Minimax"",
    ""game7"": ""Conditional cooperation""
  }
}",1234ABC,28,Female,2,"{'game1': 'Tit-for-tat', 'game2': 'Random', 'game3': 'Maximize personal benefit', 'game4': 'Equal split', 'game5': 'Altruism', 'game6': 'Minimax', 'game7': 'Conditional cooperation'}"
89,"{
  ""subjectID"": ""XD123456"",
  ""age"": 29,
  ""gender"": ""Male"",
  ""numberSiblings"": 1,
  ""donation"": [
    {""charity"": ""Red Cross"", ""amount"": 50},
    {""charity"": ""UNICEF"", ""amount"": 30},
    {""charity"": ""Doctors Without Borders"", ""amount"": 20}
  ],
  ""strategy"": [
    {""game"": 1, ""role"": ""A"", ""decision"": ""Cooperate""},
    {""game"": 2, ""role"": ""B"", ""decision"": ""Match A's decision""},
    {""game"": 3, ""role"": ""A"", ""decision"": ""Defect""},
    {""game"": 4, ""role"": ""B"", ""decision"": ""Random""},
    {""game"": 5, ""role"": ""A"", ""decision"": ""Maximize own payoff""},
    {""game"": 6, ""role"": ""B"", ""decision"": ""Minimize difference""},
    {""game"": 7, ""role"": ""A"", ""decision"": ""Tit-for-tat""}
  ]
}",XD123456,29,Male,1,"[{'game': 1, 'role': 'A', 'decision': 'Cooperate'}, {'game': 2, 'role': 'B', 'decision': ""Match A's decision""}, {'game': 3, 'role': 'A', 'decision': 'Defect'}, {'game': 4, 'role': 'B', 'decision': 'Random'}, {'game': 5, 'role': 'A', 'decision': 'Maximize own payoff'}, {'game': 6, 'role': 'B', 'decision': 'Minimize difference'}, {'game': 7, 'role': 'A', 'decision': 'Tit-for-tat'}]"
90,"{
    ""subjectID"": ""AB1234"",
    ""age"": 29,
    ""gender"": ""Female"",
    ""numberSiblings"": 2,
    ""donation"": {
        ""nonProfit"": ""Global Health Initiative"",
        ""amount"": 150
    },
    ""strategy"": {
        ""game1"": {
            ""role"": ""A"",
            ""decision"": ""Cooperate""
        },
        ""game2"": {
            ""role"": ""B"",
            ""decision"": ""Defect""
        },
        ""game3"": {
            ""role"": ""A"",
            ""decision"": ""Cooperate""
        },
        ""game4"": {
            ""role"": ""A"",
            ""decision"": ""Defect""
        },
        ""game5"": {
            ""role"": ""B"",
            ""decision"": ""Cooperate""
        },
        ""game6"": {
            ""role"": ""B"",
            ""decision"": ""Defect""
        },
        ""game7"": {
            ""role"": ""A"",
            ""decision"": ""Cooperate""
        }
    }
}",AB1234,29,Female,2,"{'game1': {'role': 'A', 'decision': 'Cooperate'}, 'game2': {'role': 'B', 'decision': 'Defect'}, 'game3': {'role': 'A', 'decision': 'Cooperate'}, 'game4': {'role': 'A', 'decision': 'Defect'}, 'game5': {'role': 'B', 'decision': 'Cooperate'}, 'game6': {'role': 'B', 'decision': 'Defect'}, 'game7': {'role': 'A', 'decision': 'Cooperate'}}"
